chapter_topic,page_topic,prompt
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions 2,"<pre><code> Analysis of Variance Table (Type III SS)
 Model: LikeF ~ <b>AttractiveF</b>

                              SS  df      MS       F    PRE     p
 ----- --------------- | ------- --- ------- ------- ------ -----
 Model (error reduced) | 343.019   1 343.019 188.326 0.4118 .0000
 Error (from model)    | 489.960 269   1.821                     
 ----- --------------- | ------- --- ------- ------- ------ -----
 Total (empty model)   | 832.980 270   3.085
</code></pre>

<pre><code> Analysis of Variance Table (Type III SS)
 Model: LikeF ~ <b>IntelligentF</b>

                              SS  df      MS      F    PRE     p
 ----- --------------- | ------- --- ------- ------ ------ -----
 Model (error reduced) | 151.410   1 151.410 59.900 0.1827 .0000
 Error (from model)    | 677.432 268   2.528                    
 ----- --------------- | ------- --- ------- ------ ------ -----
 Total (empty model)   | 828.842 269   3.081  
</code></pre>

<p>6. We fit two models in which <code>LikeF</code> was the outcome variable. The first used <code>AttractiveF</code> as the explanatory variable, the second, <code>IntelligentF</code>. Above we show the analysis of variance tables produced by <code>supernova()</code> for the two&nbsp;models. Why is the SS total the same value for the two models?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions 2,"<pre><code>min Q1 median Q3 max     mean      sd   n missing
  2  7      8  9  10 7.923077 1.42378 273       3
</code></pre>

<p>7. Above we show the <code>favstats()</code> for females' ratings of their date's intelligence (<code>IntelligentF</code>). If the researchers collected a new sample of 273 speed dates, what value in this output would be different?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions 2,"8. Using the&nbsp;<code>SpeedDating</code>&nbsp;data frame, fit a model in which&nbsp;<code>LikeF</code>&nbsp;is the outcome variable and&nbsp;<code>FunF</code>&nbsp;is the explanatory variable. Based on the model, what would you predict a male’s&nbsp;<code>LikeF</code>&nbsp;rating would be if his&nbsp;<code>FunF</code>&nbsp;rating was 0?"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions 2,"<pre><code>Analysis of Variance Table (Type III SS)
 Model: LikeF ~ IntelligentF

                              SS  df      MS      F    PRE     p
 ----- --------------- | ------- --- ------- ------ ------ -----
 Model (error reduced) | 151.410   1 151.410 59.900 0.1827 .0000
 Error (from model)    | 677.432 268   2.528                    
 ----- --------------- | ------- --- ------- ------ ------ -----
 Total (empty model)   | 828.842 269   3.081  
</code></pre>

<p>9. Which of the following would be a correct interpretation of the number 3.081&nbsp;in the&nbsp;<code>supernova()</code>&nbsp;table above?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions 2,"<p><img alt=""A is the distance between data points in a group model and the predicted value for data points from the group model. B is the distance between the predicted value for data points from the group model and the grand mean from the empty model. C is the distance between data points in a group model and the grand mean from the empty model.
"" height=""281"" src=""https://lh4.googleusercontent.com/LSEWheahAZ6o3g1dwQQOypnFvUKRCSA42i9Be6aRraPNJnmOW6IJLrFTVOi-cEmq9bC7eJvwE-xCexJoML32UaaVG7DS31lfRx-T4A1ffz6RwQ6u5cEITqp7PUGmWKYlcbLWNrhz"" width=""421""></p>

<p>10. If the blue circles in the diagram above represent data points in a group model, which distance would be used to calculate the sum of squares error?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions 2,"<p><img alt=""A is the distance between data points and the predicted value for data points from the regression model. B is the distance between the predicted value for data points from the regression model to the grand mean from the empty model. C is the distance between data points and the grand mean from the empty model. 
"" height=""300"" src=""https://lh5.googleusercontent.com/jATU0kAWY2jaTocyBNHIgoi6nJhvVOF-BPf_ctLG0psyXrPlLFB9z-6_8A7hkAYTdjio4jmfxm5iqHcuzFyTVTD_iPhHlB6Rj8_AANc0w2WWhdSpItYkoziItptHGyF4P4EvtO4t"" width=""423""></p>

<p>11. If the diagram above represents data points in a regression model, which distance would represent the&nbsp;<strong>reduction in error</strong>&nbsp;of the regression model compared to the empty model?</p>
"
 Models with a Quantitative Explanatory Variable,Specifying the Height Model with GLM Notation,"<p>Both the <code>Height2Group</code> and the <code>Height</code> models of <code>Thumb</code> can be represented with the same GLM notation: $$Y_{i}=b_{0}+b_{1}X_{i}+e_{i}$$.</p>

<p>Which part of the GLM notation represents the outcome variable (<font color=""#c7254e"" face=""Monaco, Menlo, Consolas, Courier New, monospace""><span style=""font-size: 12.6px; white-space: nowrap; background-color: rgb(249, 242, 244);"">Thumb</span></font>) in both models?</p>
"
 Models with a Quantitative Explanatory Variable,Specifying the Height Model with GLM Notation,Which part of the GLM notation represents error (also called residuals) in both models?
 Models with a Quantitative Explanatory Variable,Specifying the Height Model with GLM Notation,Which part of the GLM notation represents the explanatory variable (either <code>Height</code> or <code>Height2Group</code>)?
 Models with a Quantitative Explanatory Variable,Specifying the Height Model with GLM Notation,"In the group model (e.g.&nbsp;<code>Height2Group</code> model),&nbsp;the&nbsp;$$b_1$$&nbsp;coefficient represents:"
 Models with a Quantitative Explanatory Variable,Specifying the Height Model with GLM Notation,"In the group model (e.g.,&nbsp;<code>Height2Group</code> model), $$b_1$$ was the amount by which the predicted thumb length should be adjusted when <code>Height2Grouptall</code> increased by 1 (i.e., went from 0 to 1). Reasoning by analogy, what does&nbsp;\(b_1\) mean in the <code>Height</code> model?"
 Models with a Quantitative Explanatory Variable,Specifying the Height Model with GLM Notation,What would this model predict for a student who had a height of 0?&nbsp;
 Models with a Quantitative Explanatory Variable,Specifying the Height Model with GLM Notation,"<p>Note that there is a similarity between the GLM notation and the equation of a line.</p>

<p class=""text-center"">\(Y_i=b_0+b_1X_i+e_i\)&nbsp;vs.&nbsp;\(y=mx+b\)</p>

<p>Which parts of the GLM notation go with the parts in the equation for a line?</p>
"
 Models with a Quantitative Explanatory Variable,Specifying the Height Model with GLM Notation,"<p>Let's interpret this equation in the context of <code>Thumb</code> and <code>Height</code>.</p>

<p class=""text-center"">\(Y_i=b_0+b_1X_i+e_i\)</p>
"
 Models with a Quantitative Explanatory Variable,Interpreting the Parameter Estimates for a Regression Model,"# saves the Height model
Height_model <- lm(Thumb ~ Height, data = Fingers)

# print it out
"
 Models with a Quantitative Explanatory Variable,Interpreting the Parameter Estimates for a Regression Model,What is the -3.33 in the output above? (Check all that apply.)
 Models with a Quantitative Explanatory Variable,Interpreting the Parameter Estimates for a Regression Model,What is the 0.96 in the output above? (Check all that apply.)
 Models with a Quantitative Explanatory Variable,Interpreting the Parameter Estimates for a Regression Model,What would this model predict as the thumb length of a student with a height of 0? (Check all that apply.)
 Models with a Quantitative Explanatory Variable,Interpreting the Parameter Estimates for a Regression Model,"<p>We can write the fitted <code>Height</code> model like this:&nbsp;</p>

<p>$$\text{Thumb}_i=-3.33+0.96\text{Height}_i+e_i$$.&nbsp;</p>

<p>Which part of this equation would be used to predict the thumb length of a new student?</p>
"
 Models with a Quantitative Explanatory Variable,Interpreting the Parameter Estimates for a Regression Model,Which of these expressions would generate the&nbsp;height model's predicted thumb length for a student who is 71 inches tall?
 Models with a Quantitative Explanatory Variable,Interpreting the Parameter Estimates for a Regression Model,Which of these expressions would generate the height model's predicted thumb length for a student with a height of -10 inches?
 Models with a Quantitative Explanatory Variable,Comparing Regression Models to Group Models,"# fit a model of Thumb length based on Sex
Sex_model <- lm()

# fit a model of Thumb length based on SexNum
SexNum_model <- lm()

# this prints the parameter estimates from the two models
Sex_model
SexNum_model
"
 Models with a Quantitative Explanatory Variable,Comparing Regression Models to Group Models,Which parameter estimate is different in the <code>Sex</code> model versus the <code>SexNum</code> model?
 Models with a Quantitative Explanatory Variable,Error from the Height Model,"# this calculates SST
empty_model <- lm(Thumb ~ NULL, data=Fingers)
print(""SST"")
sum(resid(empty_model)^2)

# this calculates SSE
Height_model <- lm(Thumb ~ Height, data = Fingers)
print(""SSE"")
sum(resid(Height_model)^2)
"
 Models with a Quantitative Explanatory Variable,Error from the Height Model,Match these elements up with DATA = MODEL + ERROR
 Models with a Quantitative Explanatory Variable,Error from the Height Model,"Based on the squared residuals for these 6 data points, which model do you think would have a smaller sum of squared errors? Put another way, where, on average, are the squares smaller?&nbsp;"
 Models with a Quantitative Explanatory Variable,Error from the Height Model,"The SS Total (from the empty model) was 11,880. Make a prediction: How will the SS Error (from the Height model) compare?"
 Models with a Quantitative Explanatory Variable,Error from the Height Model,"The SSE for the height model was 10,063. What part of the figure above represents this number?"
 Models with a Quantitative Explanatory Variable,Error from the Height Model,"The SSE for the height model was 10,063. What does this mean? (Check all that apply.)"
 Models with a Quantitative Explanatory Variable,Sums of Squares in the ANOVA Table,Which of the following statements are true based on the table above? (Check all that are true.)
 Models with a Quantitative Explanatory Variable,Sums of Squares in the ANOVA Table,"According to the leftover error in the table above, which model explains more of the variation in thumb length?&nbsp;"
 Models with a Quantitative Explanatory Variable,Sums of Squares in the ANOVA Table,"# this saves the Height_model
Height_model <- lm(Thumb ~ Height, data = Fingers)

# print the ANOVA tables for this model
"
 Models with a Quantitative Explanatory Variable,Sums of Squares in the ANOVA Table,What about for the <code>Height</code> model?
 Models with a Quantitative Explanatory Variable,Sums of Squares in the ANOVA Table,What is the outcome variable for the <code>Height2Group</code> model?
 Models with a Quantitative Explanatory Variable,Sums of Squares in the ANOVA Table,Look at the total sum of squares for both models. Why are they the same?
 Models with a Quantitative Explanatory Variable,Sums of Squares in the ANOVA Table,"If we were to run supernova on the <code>Height</code> model, which values would be exactly the same as the supernova table of the <code>Height2Group</code> model?"
 Models with a Quantitative Explanatory Variable,Sums of Squares in the ANOVA Table,"To summarize, which SS goes with which distances?"
 Models with a Quantitative Explanatory Variable,Assessing Model Fit with PRE and F,How is PRE calculated for the regression model? (Check all that apply.)
 Models with a Quantitative Explanatory Variable,Assessing Model Fit with PRE and F,"What does this number (e.g., PRE = .15) mean? (Check all that apply.)"
 Models with a Quantitative Explanatory Variable,Assessing Model Fit with PRE and F,What is common in the calculation of PRE across the two models?
 Models with a Quantitative Explanatory Variable,Assessing Model Fit with PRE and F,Compare PRE (Proportional Reduction in Error) for the two models (the two-group model vs. the regression model). Which model has a higher PRE?
 Models with a Quantitative Explanatory Variable,Assessing Model Fit with PRE and F,What does it mean that PRE is larger for the <code>Height</code> model than for the <code>Height2Group</code> model? (Check all that apply.)
